373924	CACNG4	2.8851856866
373934	HOXA13	0.5328410037
373942	AGMAT	0.2840833909
373969	DLX5	3.021641204
373974	IRX4	3.1011674227
373975	IRX2	0.170079308
373976	ALX4	3.3493749475
373987	THBS1	3.8832015734
373994	POU2AF1	7.5306894723
374011	MAB21L2	0.4889993406
374015	FABP1	0.2648588515
374016	LAMA1	0.2468919156
374022	DPYSL4	2.8659634799
374056	GPX4	0.5257138801
374088	IMPG1	0.1579202065
374153	TRPC3	7.0881648306
374201	PITX1	0.2187458364
374211	CRABP1	3.6751090357
374222	GLDC	2.9783497499
374254	LSP1	5.2035862898
378786	SIX3	0.0069470531
378790	RTN4	0.4296453403
378797	GJB1	0.4869361169
378929	PDE6H	3.1417455705
386586	OCM	3.0572020699
395072	CHIA	4.533666078
395082	CCL20	6.417072324
395086	F7	3.0253939409
395094	FGFBP2	4.0538930605
395106	SS2	3.1278510026
395108	GZMA	0.2919709722
395114	RHOQ	5.3913939133
395131	SLC34A2	0.1630031542
395203	SH3GL2	2.8379620698
395210	SPP1	21.704830848
395223	FET1	0.0981533795
395235	WNT6	3.339306239
395245	MSX2	2.9589864132
395251	NSG1	0.3403781007
395256	MEPE	22.406707577
395264	ALDH1A1	0.3736709475
395279	MYH7B	0.3848355735
395300	SULT1C3	0.5264273419
395308	SFTPA1	0.1101760502
395350	MYH7	2.9126460332
395387	MMP9	9.1266186665
395388	ATOH7	0.3895031606
395394	FGF19	2.9922858263
395418	ZP1	4.5313583366
395419	MSGN1	0.3114731502
395423	HINTW	0.3969154042
395426	GNAT1	0.2772938116
395427	TRPV4	7.5019294666
395439	NR1I3	0.3945481345
395447	DDX4	3.377137554
395449	RAD54B	3.1944083735
395493	NCAN	7.1521081292
395529	LEFTY2	0.2413187413
395534	MYH15	5.2575467785
395536	VSX2	5.8967441778
395544	SMAD7B	4.1697011288
395547	TMOD4	0.3502462843
395548	PHOX2B	5.1873185846
395592	TH	0.4748582177
395620	RGS7	0.3465694317
395624	FOXF1	3.3304072186
395651	BKJ	35.930290334
395668	ODZ1	0.4560757507
395725	DNASE1	5.6841504171
395743	GAD1	13.652152138
395768	MNX1	0.1662853336
395771	GJB6	0.2671623407
395779	COCH	3.1259500145
395780	APOA4	0.2829496599
395798	ACAN	5.0088499269
395801	IHH	0.4938917071
395811	SLC11A1	0.4664327336
395824	LOC395824	0.4513708593
395829	WNT9A	0.4139944986
395841	GAL1	7.771590142
395850	MMP27	2.8594277121
395861	KRT19	3.1455274775
395868	TLX1	0.1232075525
395876	F10	2.9243629194
395895	CACNA1D	0.5347565031
395899	PRPH2	0.2564006326
395910	PADI3	7.8250399938
395933	LOC395933	0.4676567002
395937	TSHB	2.9617509949
395941	HGF	3.1236320672
395947	SCN5A	3.9550755827
395950	GBX2	33.436392013
395954	MATN3	3.5178895244
395960	NR5A1	0.5116410845
395963	CAPN2	2.9774645879
395980	RORB	0.2380326027
395987	SI	0.3877031736
396048	NCALD	3.2612203215
396051	CYP1A1	0.3329699326
396052	CYP1A4	0.1252610904
396063	SM1	0.1390342396
396067	MYL3	0.1339403442
396071	IBSP	294.04733795
396076	LAMB4	4.9077842616
396080	SPP2	0.484164828
396082	NR2E1	0.128255891
396095	STMN2	3.6277896611
396098	LOC396098	0.1938527134
396129	SIM1	0.21366514
396137	GRIA4	3.3236190537
396146	GCH1	0.4820979335
396152	RUNX1	7.6886481327
396175	CD8B	0.5239179749
396213	TNR	5.2015154744
396249	CD28	3.8555509986
396255	CALB2	3.4671321508
396259	FGFR2	8.345403237
396272	SLC2A2	0.1433092789
396275	P2RY1	0.532437674
396279	SST	0.3893055878
396307	FGA	0.4719131198
396312	LMX1B	3.5681056422
396338	MTNR1B	0.3170573732
396345	PRSS3	0.2930995414
396383	ISL1	0.3791774527
396391	GATA5	0.3944655012
396392	GATA4	0.0932926765
396413	FGF2	4.2630788075
396415	HOXD13	5.6689249718
396423	VIL1	0.5006335241
396436	PTH	3.6149905673
396440	TNC	4.7501477938
396453	PRL	3.0852807851
396458	PCK1	4.6200047206
396459	PVALB	0.2186728396
396484	MSX1	7.9938888701
396496	DBN1	3.0620145503
396519	CALB1	0.2907723571
396521	CAPZA1	0.3124926525
396535	APOB	0.3938786164
396543	WNT8A	0.3971818605
396546	HMX1	4.3753578041
404297	CRH	60.382631953
404302	SLC18A3	2.821993054
404539	DMP1	4.5569588221
404671	IL12B	6.579607304
404755	THRSP	0.3939038483
404773	MUSTN1	4.2016377475
407777	GAL7	2.960971872
408026	TPH2	0.0113871118
408034	HSD11B1L	4.1742493077
408036	EREG	0.2626752107
408037	SFN	3.9043908757
408041	KRT75	0.0617045224
408043	LAMC2	4.5247203499
414335	ST8SIA6	0.2585843634
414746	CYP2H1	0.4115164376
414795	VSIG1	0.3482602244
414832	CYP3A7	0.5190606342
414833	CYP2C45	0.3233126004
414834	CYP7A1	0.239285053
414841	CYP2C18	0.4485484298
414842	CDH6	0.1768678472
414847	CDHR1	0.2047015361
414884	CCK	3.7841411205
414885	CCKBR	3.0337646817
414892	SLC24A1	2.8164440995
415324	LOC415324	4.5809046886
415344	LINGO1	0.532807555
415349	PSTPIP1	3.8686059434
415370	CA12	0.4801664478
415433	SLC12A1	0.1910112049
415470	TMC3	3.6536480527
415490	RHCG	4.6602771624
415576	FRMD5	0.4820659138
415579	ANKRD34C	0.0959014867
415619	SMPD3	3.2397801181
415634	GPR114	2.9788897597
415666	RLTPR	2.8890062498
415669	TPPP3	3.122712744
415698	GNAO1	3.8790339961
415791	CA7	0.3039122613
415807	HSD17B2	3.5050376265
415859	LOC415859	3.6860933703
415939	LOC415939	0.3930164843
415959	SLC6A11	13.19848465
416012	SLC26A6	0.1785965588
416069	FAM3D	3.7585400903
416075	CADPS	3.9017290123
416089	FAM19A1	0.3299308597
416169	LOC416169	4.2808440737
416186	LOC416186	6.3608272043
416198	RELL2	3.5655245669
416236	SPINK7	0.4077044098
416249	HAVCR1	3.3359766603
416309	LOC416309	2.8098814106
416346	SH3RF2	2.8584192031
416457	GPER	4.7272571026
416488	KPNA7	11.271015502
416546	NOXO1	15.274920014
416561	ZDHHC4	13.259750116
416562	SLC5A11	3.3824016736
416616	VWA3A	3.161444627
416635	TEKT5	0.1187816356
416655	LOC416655	4.002511211
416692	CALML3	9.109280383
416710	POLR1B	0.4188333682
416734	PAK7	3.5427451947
416803	GPR133	3.3541169094
416810	TMEM132B	0.3625890905
416873	CCDC63	2.9411723062
416874	MYL2	0.5215044328
416898	FOXN4	0.0371723624
416906	SEZ6L	0.4324034479
416910	TPST2	3.0050656202
416927	LOC416927	4.8924824431
416928	IGLL1	3.5753137579
416935	LOC416935	0.4778653122
416993	LOC416993	3.5355602636
417001	RTN4R	0.3232792838
417010	CCDC157	0.4714077589
417012	HORMAD2	4.2459291805
417030	SDSL	0.1669206653
417039	IL4I1	3.3153804666
417080	LOC417080	5.2356860873
417104	CRB2	0.2220358736
417328	LOC417328	0.1392493134
417349	RAP2B	5.6125323812
417429	CACNG7	3.4730276961
417443	ABCA9	3.2952931064
417453	DNAI2	3.1877443151
417460	FKBP6	5.0118090396
417471	HSF5	3.8280145209
417506	MYL10	0.083169585
417516	SRRM3	3.7678269669
417589	TMIGD1	26.065965103
417625	TEX14	6.8221562045
417681	KIAA0753	0.1028098486
417691	LOC417691	0.3633944116
417700	SLC26A3	74.610573378
417741	LOC417741	0.4251017963
417787	PDZRN4	2.8123097697
417800	LOC417800	9.9934699023
417881	SLC6A15	8.0772541797
417983	TNFRSF13C	0.2800119947
417998	CHADL	3.7061119299
418046	TMPRSS6	0.4869852224
418090	IGF1	4.0358438198
418091	PMCH	3.2205629235
418124	DGKI	0.4880631662
418168	LOC418168	0.5013671147
418187	SLCO1B1	0.5044203843
418208	LOC418208	4.2795303681
418244	RIBC2	0.4891574031
418249	LOC418249	3.8198081404
418257	AICDA	4.1316227265
418287	LAG3	4.2076016531
418315	SPAG17	3.9703764764
418321	SIDT1	2.982955049
418323	VTCN1	0.5222309075
418327	STXBP5L	0.3370583814
418345	UPK1B	11.569844104
418355	LOC418355	0.0443285286
418362	LOC418362	0.3494617346
418367	CD200R1L	3.6347471904
418393	IMPG2	2.9478467194
418405	ZPLD1	3.6441310135
418438	DCAF6	0.3998958086
418450	CD101	2.8937981956
418466	LIPI	0.4349426278
418467	RBM11	3.2947763741
418472	LOC418472	4.1715139562
418524	IGSF5	0.4047312927
418525	DSCAM	6.6024832454
418527	FAM3B	4.2296879721
418529	RIPK4	0.329214288
418536	RSPH1	0.5217120876
418559	EFHC2	2.8572931337
418622	TMEM27	0.3460175425
418628	FANCB	4.0803065774
418638	TLR7	3.11748737
418644	GRM3	7.9074418584
418652	GPR143	4.1043468587
418684	GABRA5	3.0860254921
418688	VWA3B	3.0979059096
418718	SLC9A4	3.807519102
418751	MYO16	3.4778004215
418794	GPC6	2.8775682661
418797	SLITRK6	3.7202752572
418845	SLC25A30	0.5351441691
418847	FAM194B	0.3033554865
418848	SPERT	4.6287173857
418892	LOC418892	0.4601791591
418903	DCLK1	10.102891892
418982	MMP1	0.2261213117
418983	MMP7	4.8177023679
418999	TM4SF4	0.4758990768
419024	DLG2	0.496097941
419029	KCTD14	6.7893819233
419110	ITIH2	0.2503019854
419114	IGSF1	3.7540327465
419178	GHRH	5.3355215192
419182	LOC419182	3.0919064871
419189	PABPC1L	3.8618727152
419250	LOC419250	6.0706368358
419251	OPRL1	0.5337289332
419276	LOC419276	3.609397419
419327	TFAP2C	0.3994103847
419487	NPPC	3.1047055062
419500	LOC419500	2.8337398183
419544	AIM1L	0.3154854073
419563	GBP7	0.5186423872
419620	CSF3R	4.4216827404
419694	IL28RA	2.8198604666
419704	SLC37A2	5.5127272528
419725	TMEM45B	0.3411627632
419753	TMEM136	3.0528394909
419784	CXCR5	0.4216955188
419805	SLC6A17	3.4842998772
419829	KLHDC8A	3.112128966
419873	PPM1J	0.2986009381
419940	CD79B	0.2673990847
419989	GIP	0.184055832
420031	ZNF385C	2.8539823487
420045	KRT20	0.4725696728
420046	KRT222	4.3155807136
420067	PRAM1	3.0155010469
420075	LINGO3	2.9345293648
420088	ACER1	3.4061900386
420120	COMP	3.3604165331
420129	IFI30	3.2597868845
420180	TRPA1	3.6517536222
420203	RALYL	4.1447690331
420210	ATP6V0D2	4.5274686604
420261	BAALC	4.6032222986
420299	RHPN1	0.4954015055
420301	LOC420301	20.425175272
420407	CAMP	5.9857607151
420409	NACAD	4.0956438347
420465	GJD4	6.1487076644
420482	ARMC4	11.083244892
420494	MYO3A	2.831785804
420515	LOC420515	2.9717661852
420539	ZNF804B	5.253346718
420571	DYNC1I1	3.7120978788
420597	AGR3	0.3119087954
420692	TMEM108	2.9431761862
420699	SLC6A20	4.2981220153
420700	SACM1L	0.5254414724
420706	TGM4	4.665643588
420721	LOC420721	0.4430863375
420733	GPR141	3.5349799904
420808	LOC420808	3.5147395959
420838	CD83	2.8812583453
420861	GCNT2	4.058438828
420885	BPHL	0.3836256643
420899	SERPINB12	2.9537414346
420921	DNAH5	3.0430980805
420929	SBK2	3.4271547632
420943	ABCA13	6.0300274685
420989	AHRR	0.4562029854
421115	ST18	3.4244330485
421304	CAPN13	0.4209329171
421349	SLC30A10	0.4886762876
421354	SPATA17	4.4136421057
421412	CRIPT	2.9035968279
421446	RSPH9	6.4124341952
421471	VIT	0.4613535313
421515	LOC421515	3.5519068867
421541	PGBD5	3.0445556654
421574	PDE10A	2.9232251949
421601	CCDC73	0.4986396187
421682	PERP	3.2049932878
