BiochemicalReaction1	Pro-EGF is cleaved to form mature EGF	Protein1	Protein2	
BiochemicalReaction10	DAG stimulates protein kinase C-delta	SmallMolecule2	SmallMolecule3	
BiochemicalReaction10	DAG stimulates protein kinase C-delta	Protein13	SmallMolecule3	
BiochemicalReaction10	DAG stimulates protein kinase C-delta	Protein13	Protein16	
BiochemicalReaction10	DAG stimulates protein kinase C-delta	SmallMolecule2	Protein16	
BiochemicalReaction100	Sprouty lures membrane-bound CBL away from EGFR	Protein304	Complex175	
BiochemicalReaction100	Sprouty lures membrane-bound CBL away from EGFR	Protein279	Complex175	
BiochemicalReaction101	CDC42 lures CBL away from the receptor	Complex176	Complex178	
BiochemicalReaction101	CDC42 lures CBL away from the receptor	Complex177	Complex178	
BiochemicalReaction102	Beta-Pix pushes CIN85 away from CBL	Complex179	Protein310	
BiochemicalReaction102	Beta-Pix pushes CIN85 away from CBL	Complex180	Protein310	
BiochemicalReaction102	Beta-Pix pushes CIN85 away from CBL	Complex180	Complex181	
BiochemicalReaction102	Beta-Pix pushes CIN85 away from CBL	Complex179	Complex181	
BiochemicalReaction103	CBL escapes CDC42-mediated inhibition by down-regulating the adaptor molecule Beta-Pix	Protein281	Complex182	
BiochemicalReaction103	CBL escapes CDC42-mediated inhibition by down-regulating the adaptor molecule Beta-Pix	Complex181	Complex182	
BiochemicalReaction103	CBL escapes CDC42-mediated inhibition by down-regulating the adaptor molecule Beta-Pix	Complex181	Complex164	
BiochemicalReaction103	CBL escapes CDC42-mediated inhibition by down-regulating the adaptor molecule Beta-Pix	Protein281	Complex164	
BiochemicalReaction104	Assembly of EGFR complex in clathrin-coated vesicles	Complex183	Complex184	
BiochemicalReaction104	Assembly of EGFR complex in clathrin-coated vesicles	Complex171	Complex184	
BiochemicalReaction105	Assembly in clathrin-coated vesicles (CCVs)	Complex185	Complex188	
BiochemicalReaction105	Assembly in clathrin-coated vesicles (CCVs)	Complex186	Complex188	
BiochemicalReaction105	Assembly in clathrin-coated vesicles (CCVs)	SmallMolecule4	Complex188	
BiochemicalReaction105	Assembly in clathrin-coated vesicles (CCVs)	Complex187	Complex188	
BiochemicalReaction105	Assembly in clathrin-coated vesicles (CCVs)	Complex184	Complex188	
BiochemicalReaction105	Assembly in clathrin-coated vesicles (CCVs)	Protein325	Complex188	
BiochemicalReaction105	Assembly in clathrin-coated vesicles (CCVs)	Protein326	Complex188	
BiochemicalReaction106	EGFR non-clathrin mediated endocytosis	Complex183	Complex190	
BiochemicalReaction106	EGFR non-clathrin mediated endocytosis	Complex186	Complex190	
BiochemicalReaction106	EGFR non-clathrin mediated endocytosis	Protein325	Complex190	
BiochemicalReaction106	EGFR non-clathrin mediated endocytosis	Protein326	Complex190	
BiochemicalReaction106	EGFR non-clathrin mediated endocytosis	Complex165	Complex190	
BiochemicalReaction107	CBL ubiquitinates Sprouty	Protein281	Complex166	
BiochemicalReaction107	CBL ubiquitinates Sprouty	Complex191	Complex166	
BiochemicalReaction108	CBL-mediated ubiquitination of CIN85	Protein281	Complex192	
BiochemicalReaction108	CBL-mediated ubiquitination of CIN85	Complex190	Complex192	
BiochemicalReaction109	Sprouty sequesters CBL away from active EGFR	Protein305	Complex194	
BiochemicalReaction109	Sprouty sequesters CBL away from active EGFR	Complex190	Complex194	
BiochemicalReaction11	IP3 binds to the IP3 receptor, opening the endoplasmic reticulum Ca2+ channel	SmallMolecule6	Complex9	
BiochemicalReaction11	IP3 binds to the IP3 receptor, opening the endoplasmic reticulum Ca2+ channel	Complex8	Complex9	
BiochemicalReaction110	Binding of ligand-responsive EGFR mutants to chaperoning proteins HSP90 and CDC37	Complex195	Complex197	
BiochemicalReaction110	Binding of ligand-responsive EGFR mutants to chaperoning proteins HSP90 and CDC37	Complex196	Complex197	
BiochemicalReaction110	Binding of ligand-responsive EGFR mutants to chaperoning proteins HSP90 and CDC37	PhysicalEntity9	Complex197	
BiochemicalReaction111	Binding of EGF to ligand-responsive EGFR mutants	Protein2	Complex200	
BiochemicalReaction111	Binding of EGF to ligand-responsive EGFR mutants	Complex197	Complex200	
BiochemicalReaction112	EGF-induced dimerization of ligand-responsive EGFR mutants	Complex200	Complex203	
BiochemicalReaction113	Spontaneous dimerization of ligand-responsive EGFR mutants	Complex197	Complex204	
BiochemicalReaction114	Trans-autophosphorylation of activated ligand-responsive EGFR mutant dimers	Complex205	SmallMolecule3	
BiochemicalReaction114	Trans-autophosphorylation of activated ligand-responsive EGFR mutant dimers	SmallMolecule2	SmallMolecule3	
BiochemicalReaction114	Trans-autophosphorylation of activated ligand-responsive EGFR mutant dimers	SmallMolecule2	Complex206	
BiochemicalReaction114	Trans-autophosphorylation of activated ligand-responsive EGFR mutant dimers	Complex205	Complex206	
BiochemicalReaction115	EGFRvIII mutant binds chaperone proteins HSP90 and CDC37.	Protein384	Complex215	
BiochemicalReaction115	EGFRvIII mutant binds chaperone proteins HSP90 and CDC37.	Complex195	Complex215	
BiochemicalReaction115	EGFRvIII mutant binds chaperone proteins HSP90 and CDC37.	Complex196	Complex215	
BiochemicalReaction116	Ligand-independent dimerization of EGFRvIII mutant	Complex215	Complex216	
BiochemicalReaction117	Trans-autophosphorylation of EGFRvIII mutant dimers	Complex216	SmallMolecule3	
BiochemicalReaction117	Trans-autophosphorylation of EGFRvIII mutant dimers	SmallMolecule2	SmallMolecule3	
BiochemicalReaction117	Trans-autophosphorylation of EGFRvIII mutant dimers	SmallMolecule2	Complex217	
BiochemicalReaction117	Trans-autophosphorylation of EGFRvIII mutant dimers	Complex216	Complex217	
BiochemicalReaction118	Binding of GRB2:SOS1 to p-EGFR mutants	PhysicalEntity10	Complex219	
BiochemicalReaction118	Binding of GRB2:SOS1 to p-EGFR mutants	Complex28	Complex219	
BiochemicalReaction119	SOS-mediated nucleotide exchange of RAS (mediated by GRB2:SOS1 in complex with p-EGFR mutants)	SmallMolecule17	Complex31	
BiochemicalReaction119	SOS-mediated nucleotide exchange of RAS (mediated by GRB2:SOS1 in complex with p-EGFR mutants)	Complex30	Complex31	
BiochemicalReaction119	SOS-mediated nucleotide exchange of RAS (mediated by GRB2:SOS1 in complex with p-EGFR mutants)	Complex30	SmallMolecule18	
BiochemicalReaction119	SOS-mediated nucleotide exchange of RAS (mediated by GRB2:SOS1 in complex with p-EGFR mutants)	SmallMolecule17	SmallMolecule18	
BiochemicalReaction12	Release of calcium from intracellular stores by IP3 receptor activation	SmallMolecule8	SmallMolecule9	
BiochemicalReaction120	Binding of SHC1 to p-EGFR mutants	PhysicalEntity10	Complex220	
BiochemicalReaction120	Binding of SHC1 to p-EGFR mutants	Protein95	Complex220	
BiochemicalReaction121	Phosphorylation of SHC1 by p-EGFR mutants	Complex220	Complex221	
BiochemicalReaction121	Phosphorylation of SHC1 by p-EGFR mutants	SmallMolecule2	Complex221	
BiochemicalReaction121	Phosphorylation of SHC1 by p-EGFR mutants	SmallMolecule2	SmallMolecule3	
BiochemicalReaction121	Phosphorylation of SHC1 by p-EGFR mutants	Complex220	SmallMolecule3	
BiochemicalReaction122	Phosphorylated SHC1 in complex with p-EGFR mutants recruits GRB2:SOS1 complex	Complex221	Complex222	
BiochemicalReaction122	Phosphorylated SHC1 in complex with p-EGFR mutants recruits GRB2:SOS1 complex	Complex28	Complex222	
BiochemicalReaction123	SOS-mediated nucleotide exchange of RAS (mediated by GRB2:SOS1 in complex with phosphorylated SHC1 and p-EGFR mutants)	SmallMolecule17	Complex31	
BiochemicalReaction123	SOS-mediated nucleotide exchange of RAS (mediated by GRB2:SOS1 in complex with phosphorylated SHC1 and p-EGFR mutants)	Complex30	Complex31	
