Complex1	SEMA4D dimer	plasma membrane	Reactome DB_ID: 373690	Protein1	
Complex10	R-Ras-GDP	plasma membrane	Reactome DB_ID: 399866	SmallMolecule6	
Complex10	R-Ras-GDP	plasma membrane	Reactome DB_ID: 399866	Protein7	
Complex100	Activated RAF1 complex	plasma membrane	Reactome DB_ID: 109793	Protein138	
Complex100	Activated RAF1 complex	plasma membrane	Reactome DB_ID: 109793	Complex96	
Complex100	Activated RAF1 complex	plasma membrane	Reactome DB_ID: 109793	Protein140	
Complex101	HRAS:GTP	plasma membrane	Reactome DB_ID: 167204	Protein135	
Complex101	HRAS:GTP	plasma membrane	Reactome DB_ID: 167204	SmallMolecule3	
Complex102	Ras:GTP:p-Raf1(S259,S621)	plasma membrane	Reactome DB_ID: 206716	Protein139	
Complex102	Ras:GTP:p-Raf1(S259,S621)	plasma membrane	Reactome DB_ID: 206716	Complex101	
Complex103	Activated RAF1 complex:MEK	plasma membrane	Reactome DB_ID: 112406	Protein141	
Complex103	Activated RAF1 complex:MEK	plasma membrane	Reactome DB_ID: 112406	Complex100	
Complex104	Activated RAF1 complex:MEK1	plasma membrane	Reactome DB_ID: 109794	Complex100	
Complex104	Activated RAF1 complex:MEK1	plasma membrane	Reactome DB_ID: 109794	Protein142	
Complex105	Activated RAF1 complex:MEK2	plasma membrane	Reactome DB_ID: 109795	Protein143	
Complex105	Activated RAF1 complex:MEK2	plasma membrane	Reactome DB_ID: 109795	Complex100	
Complex106	MEK1:ERK-1	cytosol	Reactome DB_ID: 109838	Protein144	
Complex106	MEK1:ERK-1	cytosol	Reactome DB_ID: 109838	Protein151	
Complex107	phospho-ERK-1:MEK1	cytosol	Reactome DB_ID: 109843	Protein144	
Complex107	phospho-ERK-1:MEK1	cytosol	Reactome DB_ID: 109843	Protein152	
Complex108	phospho-ERK-1 dimer	cytosol	Reactome DB_ID: 109844	Protein152	
Complex109	phospho-ERK-1 dimer	nucleoplasm	Reactome DB_ID: 109845	Protein153	
Complex11	Sema4D:Plexin-B1:p190RhoGAP:Rac:Rnd1	plasma membrane	Reactome DB_ID: 416601	Complex8	
Complex11	Sema4D:Plexin-B1:p190RhoGAP:Rac:Rnd1	plasma membrane	Reactome DB_ID: 416601	Protein8	
Complex110	IL6:Tyrosine phosphorylated hexameric IL-6 receptor:Activated JAKs:p-SHP2	plasma membrane	Reactome DB_ID: 1112753	Protein154	
Complex110	IL6:Tyrosine phosphorylated hexameric IL-6 receptor:Activated JAKs:p-SHP2	plasma membrane	Reactome DB_ID: 1112753	Complex111	
Complex111	Tyrosine phosphorylated IL6 receptor hexamer:Activated JAKs	plasma membrane	Reactome DB_ID: 1112594	Complex112	
Complex113	IL6:IL6RA:Tyrosine phosphorylated IL6RB:Activated JAKs	plasma membrane	Reactome DB_ID: 1112585	Complex114	
Complex113	IL6:IL6RA:Tyrosine phosphorylated IL6RB:Activated JAKs	plasma membrane	Reactome DB_ID: 1112585	Complex115	
Complex114	Tyrosine phosphorylated IL6RB:Activated JAKs	plasma membrane	Reactome DB_ID: 1112563	Protein155	
Complex114	Tyrosine phosphorylated IL6RB:Activated JAKs	plasma membrane	Reactome DB_ID: 1112563	Protein156	
Complex115	IL6:IL6RA	plasma membrane	Reactome DB_ID: 1067638	Protein160	
Complex115	IL6:IL6RA	plasma membrane	Reactome DB_ID: 1067638	Protein161	
Complex116	IL6:sIL6R:Tyrosine phosphorylated IL6RB:Activated JAKs	plasma membrane	Reactome DB_ID: 1112570	Complex114	
Complex116	IL6:sIL6R:Tyrosine phosphorylated IL6RB:Activated JAKs	plasma membrane	Reactome DB_ID: 1112570	Complex117	
Complex117	IL6:sIL6R	extracellular region	Reactome DB_ID: 1067687	Protein160	
Complex117	IL6:sIL6R	extracellular region	Reactome DB_ID: 1067687	Protein162	
Complex118	MEK2:ERK-2	cytosol	Reactome DB_ID: 109849	Protein145	
Complex118	MEK2:ERK-2	cytosol	Reactome DB_ID: 109849	Protein163	
Complex119	phospho-ERK-2:MEK2	cytosol	Reactome DB_ID: 109854	Protein145	
Complex119	phospho-ERK-2:MEK2	cytosol	Reactome DB_ID: 109854	Protein164	
Complex12	RhoA (Mg cofactor):GTP	plasma membrane	Reactome DB_ID: 194545	Protein9	
Complex12	RhoA (Mg cofactor):GTP	plasma membrane	Reactome DB_ID: 194545	SmallMolecule4	
Complex12	RhoA (Mg cofactor):GTP	plasma membrane	Reactome DB_ID: 194545	SmallMolecule7	
Complex120	phospho-ERK-2 dimer	cytosol	Reactome DB_ID: 109855	Protein164	
Complex121	phospho-ERK-2 dimer	nucleoplasm	Reactome DB_ID: 109856	Protein165	
Complex123	NCAM1:GFRalpha-1	plasma membrane	Reactome DB_ID: 375101	Protein170	
Complex123	NCAM1:GFRalpha-1	plasma membrane	Reactome DB_ID: 375101	Protein114	
Complex124	NCAM1:GFRalpha-1:GDNF	plasma membrane	Reactome DB_ID: 375111	Complex123	
Complex124	NCAM1:GFRalpha-1:GDNF	plasma membrane	Reactome DB_ID: 375111	Protein174	
Complex125	NCAM-1:Neurocan	plasma membrane	Reactome DB_ID: 375100	Protein179	
Complex125	NCAM-1:Neurocan	plasma membrane	Reactome DB_ID: 375100	Protein114	
Complex127	Collagen alpha-1(IV):Collagen alpha-2(IV)	extracellular region	Reactome DB_ID: 215992	Protein180	
Complex127	Collagen alpha-1(IV):Collagen alpha-2(IV)	extracellular region	Reactome DB_ID: 215992	Protein181	
Complex128	Collagen alpha-3(IV):Collagen alpha-4(IV):Collagen alpha-5(IV) triple helix	extracellular region	Reactome DB_ID: 215984	Protein182	
Complex128	Collagen alpha-3(IV):Collagen alpha-4(IV):Collagen alpha-5(IV) triple helix	extracellular region	Reactome DB_ID: 215984	Protein183	
Complex128	Collagen alpha-3(IV):Collagen alpha-4(IV):Collagen alpha-5(IV) triple helix	extracellular region	Reactome DB_ID: 215984	Protein184	
Complex129	Collagen type IX	extracellular region	Reactome DB_ID: 375076	Protein185	
Complex129	Collagen type IX	extracellular region	Reactome DB_ID: 375076	Protein186	
Complex129	Collagen type IX	extracellular region	Reactome DB_ID: 375076	Protein187	
Complex13	RhoA (Mg cofactor):GDP	plasma membrane	Reactome DB_ID: 194489	Protein9	
Complex13	RhoA (Mg cofactor):GDP	plasma membrane	Reactome DB_ID: 194489	SmallMolecule6	
Complex13	RhoA (Mg cofactor):GDP	plasma membrane	Reactome DB_ID: 194489	SmallMolecule7	
Complex130	Tropocollagen type VI	extracellular region	Reactome DB_ID: 381923	Protein188	
Complex130	Tropocollagen type VI	extracellular region	Reactome DB_ID: 381923	Protein201	
Complex130	Tropocollagen type VI	extracellular region	Reactome DB_ID: 381923	PhysicalEntity3	
Complex131	NCAM-1:Collagen complex	plasma membrane	Reactome DB_ID: 375098	PhysicalEntity2	
Complex131	NCAM-1:Collagen complex	plasma membrane	Reactome DB_ID: 375098	Protein114	
Complex132	NCAM-1:Major prion protein	plasma membrane	Reactome DB_ID: 375105	Protein253	
Complex132	NCAM-1:Major prion protein	plasma membrane	Reactome DB_ID: 375105	Protein114	
Complex133	NCAM-1:Agrin	plasma membrane	Reactome DB_ID: 375096	Protein254	
Complex133	NCAM-1:Agrin	plasma membrane	Reactome DB_ID: 375096	Protein114	
